location,bhk,total_sqft,bath,price
Mohammadia,4,2085,2,1088631
Mohammadia,5,3259,4,1849832
Mohammadia,1,1126,1,856562
Mohammadia,6,3111,3,1528274
Mohammadia,6,3093,3,1759857
Mohammadia,6,2599,4,1377233
Mohammadia,6,2458,4,1204240
Mohammadia,6,3106,3,1828586
Mohammadia,5,3159,3,1469896
Mohammadia,4,2323,2,964629
Mohammadia,5,2780,4,1163196
Mohammadia,1,1131,1,719345
Mohammadia,4,1419,2,738760
Mohammadia,5,2590,3,1298104
Mohammadia,4,1474,2,874724
Mohammadia,5,2478,4,1188611
Mohammadia,4,1344,1,776970
Mohammadia,6,3121,3,1808984
Mohammadia,2,819,2,573624
Mohammadia,4,2316,3,1100157
Mohammadia,6,2651,4,1193649
Mohammadia,1,1224,1,940378
Mohammadia,1,1194,1,875524
Mohammadia,6,2591,3,1368058
Mohammadia,4,1415,1,722235
Mohammadia,6,3485,3,1459801
Mohammadia,1,955,1,600449
Mohammadia,1,1009,2,660101
Mohammadia,6,3491,3,1699483
Azrou,5,3489,3,1605598
Azrou,6,2617,4,1363379
Azrou,6,3315,4,1494779
Azrou,6,2769,3,1159730
Azrou,6,2421,4,1124981
Azrou,1,786,2,567885
Azrou,6,2688,3,1449499
Azrou,3,1975,3,1002648
Azrou,3,1994,2,1064861
Azrou,3,1517,3,922638
Azrou,3,1559,2,715857
Azrou,5,2613,4,1207311
Azrou,4,1553,2,811708
Azrou,5,3234,3,1419130
Azrou,4,1982,2,1019870
Azrou,2,942,2,430717
Azrou,5,2834,3,1198615
Azrou,6,2663,3,1198813
Azrou,6,3338,3,1679189
Azrou,6,2866,4,1445643
Azrou,3,1846,2,957823
Azrou,3,2011,2,1068694
Azrou,6,2672,3,1211063
Azrou,6,2831,4,1326350
Azrou,3,1488,2,792507
Azrou,4,1845,3,1033877
Azrou,6,3173,4,1628611
Azrou,3,2144,3,1143402
Azrou,4,1785,2,886539
Azrou,6,3376,3,1545903
Azrou,6,2848,4,1312945
Azrou,6,2592,4,1205785
Azrou,4,1886,2,1050658
Azrou,6,2623,4,1372187
Azrou,4,1707,3,724300
Azrou,5,3128,3,1586152
Azrou,6,3345,4,1889443
Azrou,3,1366,2,937914
Azrou,6,2667,4,1431571
Azrou,4,1406,2,887749
Azrou,2,974,2,542799
Azrou,4,1526,2,750136
Azrou,6,2510,3,1426163
Azrou,1,1186,2,689017
Azrou,4,1550,3,781371
Azrou,4,2167,3,1060320
Azrou,5,3283,4,1584929
Azrou,5,3196,4,1752704
Azrou,4,2193,2,1052439
Azrou,5,3266,4,1588310
Azrou,6,2686,3,1431414
Azrou,4,1824,3,1020589
Agadir,1,1123,1,766352
Agadir,6,2911,3,1173591
Agadir,4,1900,2,1174350
Agadir,4,1502,2,839289
Agadir,1,1104,2,735660
Agadir,5,3061,3,1797239
Agadir,2,841,2,403278
Agadir,5,2783,3,1179450
Agadir,3,2392,3,1104738
Agadir,5,2573,4,1320834
Agadir,4,1518,3,785362
Agadir,3,1623,2,940274
Agadir,1,1192,1,917247
Agadir,3,1635,2,789947
Agadir,4,2285,3,1137331
Agadir,6,3309,4,1761729
Agadir,4,2379,3,1076450
Agadir,5,2819,3,1272828
Agadir,1,1139,1,948578
Agadir,2,796,2,697239
Agadir,6,2609,3,1435206
Agadir,5,2742,3,1193067
Agadir,4,2083,3,1135096
Agadir,3,1628,3,948738
Agadir,4,1722,3,917915
Agadir,5,2831,3,1327546
Agadir,3,2240,2,932904
Agadir,5,2497,3,1385511
Agadir,2,842,1,602598
Agadir,6,2934,4,1149850
Agadir,5,2691,4,1351407
Agadir,6,2764,3,1111708
Agadir,4,2249,3,966721
Agadir,6,2878,3,1167121
Agadir,1,1135,1,878975
Agadir,3,1951,2,950771
Agadir,6,3260,3,1767778
Agadir,5,3022,4,1742973
Agadir,5,3127,3,1857648
Agadir,2,802,2,455417
Agadir,5,2889,4,1331174
Agadir,6,2675,4,1427721
Agadir,3,2271,3,1142581
Agadir,4,1805,2,947014
Agadir,4,1521,3,933913
Agadir,3,1783,3,907088
Agadir,5,3022,3,1640848
Agadir,1,968,1,601372
Agadir,5,3492,3,1651327
Agadir,4,2075,2,993651
Agadir,4,1309,1,924266
Agadir,1,757,1,571443
Agadir,2,825,2,656128
Agadir,6,2716,4,1307370
Agadir,4,1795,3,719353
Agadir,3,1327,2,684584
Agadir,5,2983,4,1354655
Agadir,4,2052,2,1103280
Agadir,3,2040,3,1044339
Agadir,3,1523,2,897822
Agadir,3,1951,3,990955
Agadir,4,1338,2,830858
Agadir,3,1381,2,707441
Agadir,3,2220,3,1052966
Agadir,4,1861,3,950068
Agadir,6,3196,4,1895794
Agadir,4,1905,2,1058457
Agadir,4,1915,2,928742
Agadir,4,2338,3,921821
Agadir,6,3461,4,1645612
Agadir,6,2600,3,1344794
Agadir,6,3085,4,1825400
Agadir,4,1567,3,727926
Agadir,6,3276,3,1728773
Agadir,5,2852,3,1328941
Agadir,2,869,1,673668
Agadir,4,1685,3,781658
Agadir,6,2850,4,1314819
Agadir,6,2780,3,1187953
Agadir,5,2783,4,1383952
Agadir,5,3163,3,1506834
Agadir,5,3021,4,1474538
Agadir,3,1912,3,1053382
Agadir,4,1740,3,766880
Agadir,3,1598,2,828872
Agadir,4,2380,2,935178
Agadir,4,2366,3,1182262
Agadir,6,2737,4,1346792
Agadir,1,1176,2,792972
Agadir,1,1027,2,489886
Agadir,2,1168,1,824879
Agadir,6,2991,4,1295473
Agadir,6,2415,4,1356138
Agadir,3,2118,3,969872
Agadir,1,981,2,554030
Agadir,4,1610,3,747977
Agadir,4,1674,3,858908
Agadir,6,2681,3,1324371
Agadir,1,1292,1,929660
Agadir,5,2603,4,1331132
Agadir,5,3163,3,1496863
Agadir,4,1715,3,892204
Agadir,6,2932,3,1203220
Agadir,5,2662,4,1156941
Agadir,3,1306,1,922123
Agadir,3,2217,3,1135518
Agadir,3,1363,1,688990
Agadir,1,927,1,407345
Agadir,6,2557,4,1228211
Agadir,4,1415,1,916992
Agadir,6,2991,4,1369753
Agadir,4,2267,3,1096682
Agadir,6,2814,4,1180739
Agadir,5,2596,4,1411645
Agadir,4,1723,2,699738
Agadir,5,3208,4,1643363
Agadir,5,2774,3,1250958
Agadir,3,2286,2,946324
Agadir,4,1984,3,1094881
Agadir,6,3150,4,1452401
Agadir,6,2708,3,1399454
Agadir,3,2075,2,1176709
Agadir,5,2530,3,1351328
Agadir,3,1561,3,772470
Agadir,5,2834,3,1269144
Agadir,3,2127,2,1075761
Agadir,4,2164,3,1190888
Agadir,5,2446,4,1154241
Agadir,4,1349,1,791626
Agadir,4,1678,3,795697
Agadir,2,1275,2,815766
Agadir,2,892,1,402564
Agadir,6,2718,3,1345302
Agadir,5,3373,3,1803320
Agadir,4,1343,2,805463
Agadir,5,2443,4,1310758
Agadir,3,2067,2,972736
Agadir,4,1464,1,845724
Agadir,1,1036,1,591504
Agadir,2,1116,2,782167
Agadir,6,2805,3,1383860
Agadir,4,2352,2,1095624
Agadir,3,2391,2,1188428
Agadir,4,2017,3,985089
Agadir,6,2548,3,1271782
Agadir,2,1040,2,624064
Agadir,1,899,2,544636
Agadir,4,1372,1,907868
Agadir,3,2231,2,1178200
Agadir,2,1282,1,699700
Agadir,3,2206,2,1026377
Agadir,4,2189,3,985045
Agadir,6,2822,4,1114102
Agadir,5,2578,4,1355366
Agadir,6,2685,3,1352020
Agadir,3,2030,2,1124319
Agadir,6,3179,4,1708536
Agadir,3,1580,2,932819
Agadir,4,1569,3,704450
Agadir,3,1754,2,705478
Agadir,3,1429,1,786526
Agadir,1,959,1,570845
Agadir,6,3237,4,1472758
Agadir,6,2998,3,1223237
Agadir,5,3344,4,1860071
Agadir,2,827,2,471389
Agadir,2,825,1,560111
Agadir,3,2014,3,1188056
Agadir,6,3027,3,1571427
Agadir,2,1272,2,909434
Agadir,3,2255,2,1187415
Agadir,2,1192,2,696751
Agadir,2,897,2,689807
Agadir,1,777,1,640133
Agadir,6,3429,3,1580050
Agadir,6,2505,3,1354595
Agadir,3,1810,2,1070720
Agadir,3,1544,3,913193
Agadir,5,2690,3,1197753
Agadir,2,1004,1,412229
Agadir,3,1796,2,934852
Agadir,1,1152,2,806014
Agadir,5,2503,4,1381376
Agadir,6,3105,3,1554547
Agadir,4,2247,3,1060981
Agadir,6,2969,4,1163434
Agadir,5,2491,3,1193896
Agadir,3,2070,3,1025509
Agadir,6,3442,3,1807324
Agadir,5,2801,4,1120713
Agadir,4,2097,2,1035410
Agadir,1,934,1,523675
Agadir,6,2590,4,1172997
Agadir,2,1095,1,480499
Agadir,3,1348,2,728263
Agadir,3,1945,2,1090970
Agadir,6,2775,4,1350980
Agadir,3,1819,3,1038936
Agadir,1,1010,1,459042
Agadir,6,3332,4,1601559
Agadir,4,1676,3,862302
Agadir,6,2452,4,1372539
Agadir,5,2464,3,1302602
Agadir,1,847,1,634826
Agadir,3,1364,2,689611
Agadir,4,1373,1,925489
Agadir,5,2501,4,1389691
Agadir,2,1183,2,914177
Agadir,2,1171,2,840959
Agadir,6,3407,4,1443334
Agadir,2,1225,1,814848
Agadir,3,2195,3,954438
Agadir,3,1395,1,888819
Essaouira,5,2751,4,1305583
Essaouira,6,3485,4,1611781
Essaouira,3,1511,3,726113
Essaouira,5,3455,3,1857031
Essaouira,6,2511,3,1337212
Essaouira,3,1999,3,1008237
Essaouira,5,3378,4,1677056
Essaouira,3,1645,2,891647
Essaouira,6,2468,3,1195762
Essaouira,6,3101,4,1607246
Essaouira,6,2504,4,1167278
Essaouira,5,3071,4,1514827
Essaouira,6,3423,3,1800567
Essaouira,2,1047,1,649476
Essaouira,1,903,2,489748
Essaouira,3,2055,2,1172642
Essaouira,2,1147,1,854557
Essaouira,2,811,1,402422
Essaouira,5,2753,4,1363272
Essaouira,4,1387,1,930457
Essaouira,3,1320,1,905456
Essaouira,4,1788,3,899260
Essaouira,1,1290,1,765492
Essaouira,5,2526,3,1205123
Essaouira,6,2619,3,1136369
Essaouira,5,3232,3,1831964
Essaouira,5,3203,4,1644397
Essaouira,1,982,1,441948
Essaouira,6,2796,3,1248051
Essaouira,4,2385,2,1143830
Essaouira,1,880,2,645115
Essaouira,1,1155,1,884529
Essaouira,5,2785,3,1249659
Essaouira,1,752,1,655524
Essaouira,2,1138,2,865754
Essaouira,4,2234,2,1028810
Essaouira,3,2005,2,1075777
Essaouira,2,1246,2,941134
Essaouira,6,2628,4,1366141
Essaouira,3,1766,2,909930
Essaouira,2,1084,2,450483
Essaouira,5,3132,4,1845904
Essaouira,3,1426,2,822215
Essaouira,1,769,1,531082
Essaouira,4,1666,3,878316
Essaouira,5,2831,4,1251206
Essaouira,3,2380,2,1044060
Essaouira,3,2142,2,1163014
Essaouira,3,2094,2,946449
Essaouira,3,1652,2,688078
Essaouira,5,3054,4,1892271
Essaouira,4,1940,2,1173621
Essaouira,5,2507,3,1225017
Essaouira,6,2530,4,1157245
Essaouira,3,1376,1,704629
Essaouira,1,1110,1,893666
Essaouira,5,3078,3,1822589
Essaouira,5,3348,3,1735915
Essaouira,3,1958,3,1118519
Essaouira,5,2982,3,1256013
Essaouira,6,3269,4,1619050
Essaouira,5,2566,3,1272700
Essaouira,4,1412,1,922988
Essaouira,2,960,1,693078
Essaouira,4,1483,2,849871
Essaouira,4,2001,3,1018227
Essaouira,5,3068,4,1826892
Essaouira,6,3140,4,1473472
Essaouira,2,927,2,452157
Essaouira,5,3124,4,1871219
Essaouira,4,1875,2,928773
Essaouira,3,1489,2,751814
Essaouira,1,1300,1,947949
Essaouira,4,1375,2,863619
Essaouira,1,888,1,446285
Essaouira,2,751,2,630617
Essaouira,6,2436,3,1250376
Essaouira,3,2354,2,1153344
Essaouira,3,2102,3,1049196
Essaouira,4,2178,2,1146698
Essaouira,5,2761,3,1372131
Essaouira,5,2656,4,1374147
Essaouira,4,2352,2,1185999
Essaouira,4,1678,2,699449
Fes,6,3155,4,1528381
Fes,2,1105,2,701736
Fes,6,2431,4,1201001
Fes,2,809,2,663860
Fes,6,3355,4,1551738
Fes,4,2341,2,1104352
Fes,4,1532,2,694974
Fes,2,863,2,402865
Fes,1,1090,2,475876
Fes,2,1250,1,948561
Fes,6,2825,4,1376004
Fes,3,1955,2,1157979
Fes,4,1878,2,1007057
Fes,4,1387,1,680202
Fes,4,1873,3,1018208
Fes,5,2828,3,1173815
Fes,2,1035,1,453182
Fes,5,3451,4,1552680
Fes,3,1800,3,913511
Fes,5,3194,4,1651514
Fes,2,795,1,425108
Fes,2,1103,1,841277
Fes,4,1833,2,1190295
Fes,3,1889,3,1104161
Fes,2,902,1,674288
Fes,6,3482,4,1809865
Fes,6,2990,3,1238482
Fes,4,2143,2,1179106
Fes,1,986,1,602987
Fes,1,993,1,602464
Fes,6,3138,3,1658590
Fes,6,2824,4,1244035
Fes,6,2868,4,1103540
Fes,4,2283,3,1139717
Fes,5,3043,3,1668217
Fes,2,1148,1,830644
Fes,4,1693,3,780505
Fes,5,3022,3,1717247
Fes,5,2906,3,1299756
Fes,6,2923,3,1121868
Fes,4,1823,2,923768
Fes,3,1520,2,814870
Fes,6,3330,3,1567299
Fes,4,1938,3,1020976
Fes,6,2739,3,1328610
Fes,4,2286,2,1165139
Fes,5,2790,4,1283267
Fes,2,875,2,660567
Fes,3,1684,3,705474
Fes,6,2563,3,1166315
Fes,3,1509,3,733106
Fes,4,1900,2,1004888
Fes,4,1889,3,975882
Fes,5,2543,3,1177810
Fes,4,2067,2,1093177
Fes,4,1894,2,1090332
Meknes,4,1952,3,980878
Meknes,6,3010,4,1411682
Meknes,4,1422,2,835640
Meknes,5,3403,3,1603294
Meknes,5,2768,3,1282485
Meknes,3,2109,2,967149
Meknes,4,1668,2,790003
Meknes,1,1200,1,707785
Meknes,3,2332,3,1090470
Meknes,3,2263,2,1069061
Meknes,2,776,2,568481
Meknes,6,3076,4,1755616
Meknes,6,3102,4,1630898
Meknes,1,1271,2,848365
Meknes,6,3393,4,1883227
Meknes,6,3152,3,1795971
Meknes,3,2264,2,970999
Meknes,6,2971,3,1201102
Meknes,1,1279,1,737875
Meknes,3,1617,3,924152
Meknes,3,1727,2,774397
Meknes,5,3205,4,1700637
Meknes,6,2626,4,1152094
Meknes,6,3356,4,1868907
Meknes,5,2561,4,1206822
Meknes,5,3220,3,1415348
Meknes,4,2255,3,1045115
Meknes,5,3299,4,1806602
Meknes,4,1408,1,764822
Meknes,1,841,2,491056
Meknes,3,1831,2,1157703
Meknes,5,2622,4,1169908
Meknes,4,1895,3,1132337
Meknes,2,816,1,548176
Meknes,5,3404,3,1841659
Meknes,6,2490,4,1177305
Meknes,5,3482,4,1618784
Meknes,5,2449,3,1274171
Meknes,3,1868,3,934806
Meknes,5,2740,4,1169658
Meknes,5,3455,4,1662931
Essmara,5,3458,4,1545279
Essmara,2,946,1,441518
Essmara,1,885,2,693975
Essmara,1,1257,1,902934
Essmara,6,3128,4,1897839
Essmara,3,1770,3,724833
Essmara,1,1032,2,659722
Essmara,4,2016,3,1163973
Essmara,3,1946,3,994426
Essmara,5,2447,4,1310917
Essmara,6,2847,3,1411506
Essmara,6,2586,4,1290688
Essmara,5,2467,3,1292044
Essmara,4,1672,3,897661
Essmara,5,2705,3,1449042
Essmara,3,1758,3,796028
Essmara,2,790,2,632563
Essmara,6,3241,3,1826491
Essmara,6,2719,4,1401048
Essmara,3,2373,3,1135922
Essmara,4,2258,3,1041902
Essmara,3,1376,1,930514
Essmara,1,1212,1,766660
Essmara,3,2006,3,1148301
Essmara,2,960,1,699879
Essmara,1,1009,2,572586
Essmara,6,2737,4,1272904
Essmara,6,2466,4,1447243
Essmara,5,2713,3,1250411
Essmara,2,1224,2,882186
Essmara,5,2725,4,1396903
Essmara,3,1835,2,1100471
Essmara,2,1042,1,440812
Essmara,6,3087,3,1750471
Essmara,3,2211,3,1138218
Essmara,5,3500,4,1423428
Essmara,2,1138,1,904251
Essmara,6,2549,3,1280088
Essmara,2,1286,1,851979
Essmara,2,985,2,465388
Essmara,5,2477,3,1394031
Gulmim,6,3166,3,1856408
Gulmim,3,1371,1,734644
Gulmim,6,2603,4,1286197
Gulmim,3,2236,2,1087946
Gulmim,3,2331,2,1149953
Gulmim,3,1610,2,731956
Gulmim,6,3336,3,1754110
Gulmim,2,884,2,622208
Gulmim,6,2555,4,1330364
Gulmim,2,1173,2,734996
Gulmim,3,2313,3,1140831
Gulmim,6,3230,3,1793100
Gulmim,1,1184,2,910201
Gulmim,6,2656,3,1332467
Gulmim,6,2885,4,1171748
Gulmim,3,2109,2,1019489
Gulmim,5,2643,3,1299938
Gulmim,6,2574,3,1353829
Gulmim,5,3165,4,1599259
Gulmim,5,2580,4,1293327
Gulmim,3,1420,2,830888
Gulmim,5,3179,4,1467882
Gulmim,3,1302,1,909643
Gulmim,3,1525,2,751779
Gulmim,1,1083,1,458886
Dakhla,1,868,1,437692
Dakhla,4,1963,2,1099554
Dakhla,6,2459,3,1265314
Dakhla,3,2333,2,1007309
Dakhla,2,1268,2,808211
Dakhla,4,2161,2,1193665
Dakhla,3,1775,2,810075
Dakhla,6,2871,3,1438391
Dakhla,4,2098,2,1179450
Dakhla,3,2050,3,992675
Dakhla,1,796,1,616360
Dakhla,5,2648,3,1381598
Dakhla,6,2701,3,1104477
Dakhla,2,1082,2,675360
Dakhla,2,1187,1,782875
Dakhla,2,1047,2,411844
Dakhla,5,2573,3,1125726
Dakhla,4,1962,3,1004757
Dakhla,3,1451,2,709682
Dakhla,5,2917,3,1359749
Dakhla,6,2949,4,1362031
Dakhla,6,3162,3,1499998
Dakhla,5,3486,3,1702011
Dakhla,2,939,1,627907
Dakhla,1,884,2,565818
Dakhla,6,3247,4,1451991
Dakhla,4,1732,2,873350
Dakhla,6,2622,3,1109929
Dakhla,6,3390,3,1818826
Dakhla,5,3407,4,1872223
Dakhla,4,1890,2,1008178
Dakhla,5,3351,4,1884860
Dakhla,3,1575,3,688461
Dakhla,3,1924,3,1014115
Dakhla,4,1436,1,922993
Dakhla,1,1170,2,840532
Dakhla,4,1523,3,928120
Dakhla,4,1798,2,893871
Dakhla,3,1354,1,740238
Dakhla,6,2550,3,1249880
Dakhla,3,2081,3,1128849
Laayoun,3,1726,2,827551
Laayoun,2,784,1,630907
Laayoun,2,1071,2,506011
Laayoun,6,3166,3,1778236
Laayoun,2,1051,2,509046
Laayoun,6,2460,4,1172923
Laayoun,6,3132,3,1717562
Laayoun,6,3351,3,1429964
Laayoun,6,2901,3,1357239
Laayoun,3,1619,3,725514
Laayoun,4,1525,2,851132
Laayoun,6,3395,4,1468142
Laayoun,3,1488,1,879683
Laayoun,2,990,2,567806
Laayoun,3,1989,2,1076896
Laayoun,5,3141,4,1697254
Laayoun,3,1761,3,894046
Laayoun,6,2765,3,1133284
Laayoun,3,1559,3,791736
Laayoun,6,2754,3,1303712
Laayoun,2,1118,1,896397
Laayoun,4,1997,3,996346
Laayoun,3,2261,3,1080974
Laayoun,3,1722,3,817110
Laayoun,3,1525,2,806679
Laayoun,5,2773,4,1393756
Laayoun,6,2566,3,1234686
Laayoun,3,2234,3,926667
Laayoun,6,2955,3,1408691
Taza,6,2510,4,1212899
Taza,4,2151,3,934854
Taza,6,2588,4,1222488
Taza,2,1284,2,778804
Taza,5,3170,3,1591787
Taza,4,1372,1,813751
Taza,1,818,1,484686
Taza,6,3334,4,1483492
Taza,5,2776,4,1442623
Taza,3,1515,3,894604
Taza,3,1977,3,1019989
Taza,1,1236,2,843145
Taza,4,1366,1,748431
Taza,1,1233,1,885261
Taza,4,1706,3,937604
Taza,2,822,2,404822
Taza,4,1422,1,884051
Taza,4,1948,3,988034
Taza,2,1244,1,693787
Taza,6,2793,3,1432584
Taza,5,2550,3,1120676
Taza,1,1104,2,694190
Taza,4,2143,3,1075507
Taza,4,2080,3,1044697
Beni Mellal,3,1960,3,935964
Beni Mellal,2,1289,1,854672
Beni Mellal,5,2916,3,1125174
Beni Mellal,4,2110,3,977658
Beni Mellal,1,1137,1,856015
Beni Mellal,3,1961,2,940591
Beni Mellal,5,3434,4,1634618
Beni Mellal,6,2714,3,1359496
Beni Mellal,5,2610,4,1164511
Beni Mellal,4,2050,2,1197657
Beni Mellal,4,2148,3,1085819
Beni Mellal,6,2588,3,1228330
Beni Mellal,2,1141,1,732797
Beni Mellal,5,3418,3,1421052
Beni Mellal,3,2184,3,1036550
Beni Mellal,4,1440,2,721048
Beni Mellal,4,1553,2,783639
Beni Mellal,4,2341,2,969237
Beni Mellal,2,763,2,632699
Beni Mellal,3,2179,2,959015
Beni Mellal,5,2608,3,1430841
Beni Mellal,6,3246,4,1534916
Beni Mellal,4,1784,2,753966
Beni Mellal,4,1798,3,773688
Beni Mellal,1,1025,1,578447
Beni Mellal,5,2617,3,1268423
Beni Mellal,2,973,1,694475
Beni Mellal,5,2444,3,1440759
Beni Mellal,5,2608,4,1407970
Beni Mellal,2,969,1,568093
Beni Mellal,3,1336,1,882520
Beni Mellal,6,2418,4,1379877
Beni Mellal,5,2600,4,1318862
Beni Mellal,6,2683,4,1284537
Beni Mellal,5,2762,3,1171558
Beni Mellal,6,2930,3,1220271
Beni Mellal,1,766,1,569292
Beni Mellal,2,803,2,419960
Beni Mellal,6,2967,3,1152959
Beni Mellal,5,3115,4,1639102
Beni Mellal,3,1740,3,724984
Beni Mellal,4,1838,2,980155
Beni Mellal,2,1081,1,622070
Beni Mellal,5,2740,3,1220399
Beni Mellal,6,2979,3,1433617
Beni Mellal,6,2530,4,1194144
Beni Mellal,6,2913,4,1255393
Beni Mellal,4,1400,1,790108
Beni Mellal,2,831,2,480059
Beni Mellal,6,3304,4,1849002
Beni Mellal,6,2952,4,1333156
Beni Mellal,6,2537,4,1289346
Beni Mellal,6,2939,3,1412219
Beni Mellal,4,2194,3,1083901
Beni Mellal,3,1432,1,745644
Beni Mellal,6,3453,3,1785488
Beni Mellal,4,1450,1,866882
Beni Mellal,5,2734,3,1339152
Beni Mellal,5,3221,4,1735254
Beni Mellal,3,2045,3,939688
Beni Mellal,4,1782,3,684451
Beni Mellal,4,1968,3,1124070
Beni Mellal,3,1334,1,732956
Beni Mellal,3,1954,2,1119193
Beni Mellal,3,1530,3,809505
Beni Mellal,1,893,1,502167
Beni Mellal,6,3269,4,1848513
Beni Mellal,2,801,1,470481
Beni Mellal,3,1936,2,1037623
Beni Mellal,2,1013,2,506863
Beni Mellal,2,1105,2,854011
EL Jadida,6,3238,4,1432469
EL Jadida,3,1464,1,803411
EL Jadida,1,854,2,482262
EL Jadida,5,3144,3,1652034
EL Jadida,5,2560,4,1395941
EL Jadida,5,3161,4,1535232
EL Jadida,5,3340,3,1877061
EL Jadida,3,2347,3,933948
EL Jadida,4,1524,2,759351
EL Jadida,4,1517,3,913805
EL Jadida,1,1111,2,861223
EL Jadida,6,2644,3,1367973
EL Jadida,6,3139,3,1667705
EL Jadida,4,1436,1,855040
EL Jadida,5,3268,4,1824838
EL Jadida,6,2548,4,1250603
EL Jadida,1,1034,2,539948
EL Jadida,4,2170,3,952642
EL Jadida,6,2697,4,1138354
EL Jadida,2,1263,2,920764
EL Jadida,6,3436,4,1817212
EL Jadida,6,2404,4,1252363
EL Jadida,2,803,2,627622
EL Jadida,3,1760,3,726015
EL Jadida,1,1084,1,683296
EL Jadida,6,3135,3,1486065
EL Jadida,3,1785,2,708404
EL Jadida,6,2469,3,1320621
EL Jadida,5,2968,4,1149930
EL Jadida,6,2402,3,1266650
EL Jadida,3,1529,2,731002
EL Jadida,1,1257,1,893802
EL Jadida,5,3360,3,1674191
EL Jadida,6,3351,3,1558591
EL Jadida,5,2960,3,1290004
EL Jadida,1,1164,1,783184
EL Jadida,5,2784,3,1221247
EL Jadida,6,3010,4,1804420
EL Jadida,4,1797,2,711483
EL Jadida,4,1537,2,696063
EL Jadida,4,2237,3,942282
EL Jadida,4,1714,3,853804
EL Jadida,2,885,1,572850
EL Jadida,6,3409,4,1690375
EL Jadida,6,2963,3,1168740
EL Jadida,6,2434,3,1245528
EL Jadida,4,1840,3,979981
Nador,2,1081,1,425369
Nador,1,1276,2,697860
Nador,6,2552,4,1155652
Nador,6,2802,4,1156670
Nador,3,2321,3,1135813
Nador,6,3175,4,1443617
Nador,1,896,1,642720
Nador,3,2219,3,996125
Nador,5,3100,3,1544497
Nador,4,1990,2,1178216
Nador,5,3222,4,1644066
Nador,3,1689,3,729707
Nador,4,1698,2,803350
Nador,4,1602,3,925802
Nador,6,3379,4,1703451
Nador,6,3212,3,1735350
Nador,3,2370,3,968473
Nador,6,2753,4,1282358
Nador,6,2548,3,1305029
Nador,3,2212,3,1128294
Nador,2,1242,1,829418
Nador,6,3456,4,1521541
Nador,5,3182,3,1599430
Nador,5,3409,3,1744392
Nador,1,1215,1,781828
Nador,5,3125,4,1540256
Nador,4,1960,3,1123205
Nador,6,3484,4,1715171
Zagoura,5,3224,3,1444269
Zagoura,2,1220,2,945879
Zagoura,6,3082,3,1771557
Zagoura,2,1096,1,565168
Zagoura,3,1456,1,940088
Zagoura,5,2932,4,1328209
Zagoura,5,2965,3,1381299
Zagoura,5,2693,3,1127989
Zagoura,4,2121,3,1097819
Tata,1,1102,1,812574
Tata,3,1484,1,757002
Tata,5,3058,4,1454167
Tata,5,3307,4,1799555
Tata,3,1627,3,726439
Tata,6,2682,3,1193249
Tata,1,950,2,428501
Tata,3,2323,2,961726
Tata,3,2381,3,1153173
Tata,4,1796,2,735781
Tata,6,3377,4,1519084
Ourzazat,6,2897,4,1331782
Ourzazat,4,1869,3,1085407
Ourzazat,6,2688,4,1141942
Ourzazat,6,2805,3,1184208
Ourzazat,6,3415,4,1549313
Ourzazat,4,2022,3,957651
Ourzazat,4,2105,3,957877
Ourzazat,4,1395,2,752230
Ourzazat,6,2963,4,1447560
Ourzazat,2,1097,2,669461
Ourzazat,5,3129,4,1576966
Ourzazat,3,2249,3,962973
Ourzazat,6,3082,3,1716562
Ourzazat,6,2684,3,1404434
Ourzazat,2,934,1,637195
Ourzazat,6,2917,3,1267708
Ourzazat,3,1328,2,854718
Ourzazat,6,3390,3,1516314
Ourzazat,3,1980,3,1188201
Ourzazat,3,1800,3,828202
Ourzazat,3,1873,3,1115533
Ourzazat,4,1760,3,931624
Ourzazat,6,2741,3,1315905
Ourzazat,3,1528,2,726133
Ourzazat,3,1903,3,1190485
Ourzazat,5,3207,4,1517572
Ourzazat,3,1619,2,824998
Ourzazat,6,3092,4,1870669
Ourzazat,3,1562,2,747281
Ourzazat,3,1844,3,961226
Ourzazat,4,1705,2,755754
Ourzazat,1,1035,1,586454
Sidi ifni,6,3069,3,1777451
Sidi ifni,6,2544,3,1372210
Sidi ifni,1,1080,2,514677
Sidi ifni,6,3087,4,1789546
Sidi ifni,4,1682,3,899747
Sidi ifni,1,963,1,546355
Sidi ifni,3,2296,3,1039831
Sidi ifni,6,2830,3,1442290
Sidi ifni,6,2501,4,1106280
Sidi ifni,3,1669,3,772831
Azrou,6,2457,3,1436232
Azrou,2,1184,1,829294
Azrou,1,1124,1,806011
Azrou,2,838,1,670956
Azrou,2,1025,1,564058
Azrou,6,2851,3,1445193
Azrou,5,2632,4,1388348
Azrou,3,1989,2,1101483
Azrou,4,1867,2,1162290
Azrou,1,980,1,676701
Azrou,2,947,1,405106
Azrou,6,2657,4,1263486
Azrou,2,798,1,690983
Azrou,5,3091,4,1690017
Azrou,6,2439,4,1265337
Azrou,6,2513,3,1255850
Azrou,6,3253,3,1496082
Azrou,6,2422,4,1181775
Azrou,5,3254,3,1760944
Azrou,1,765,1,649873
Azrou,3,1614,2,896929
Azrou,2,944,2,653310
Azrou,3,1589,3,867974
Azrou,5,3292,4,1613239
Azrou,2,1215,2,791932
Lhajb,5,2673,3,1332684
